,v1,v2,norm_text
5000,ham,"Nope. Since ayo travelled, he has forgotten his guy",nope ayo travel forget guy
5001,ham,You still around? Looking to pick up later,look pick later
5002,spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,cds 4u congratulation ur awarded å£500 cd gift voucher å£125 gift guarantee freeentry 2 å£100 wkly draw xt music 87066 tncs www.ldew.com1win150ppmx3age16
5003,ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,year   lt;#&gt   toyota camry like mr olayiwola mileage   lt;#&gt k.its clean need know sell raise dough soon landing sell holla
5004,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,guess pub be be happy pig clover saying
5005,ham,ILL B DOWN SOON,ill b soon
5006,ham,Oh k. . I will come tomorrow,oh k. come tomorrow
5007,ham,Go fool dont cheat others ok,fool not cheat ok
5008,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",mobile number.pls sms ur mail id.convey regard achan amma.rakhesh.qatar
5009,ham,"By the way, 'rencontre' is to meet again. Mountains dont....",way rencontre meet mountain not
5010,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,win guaranteed å£1000 cash å£2000 prize claim yr prize customer service representative 08714712412 10am-7pm cost 10p
5011,ham,U attend ur driving lesson how many times a wk n which day?,u attend ur driving lesson time wk n day
5012,ham,"Uncle G, just checking up on you. Do have a rewarding month",uncle g check rewarding month
5013,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy geeee miss today like send tm remind think love love kiss
5014,ham,I think the other two still need to get cash but we can def be ready by 9,think need cash def ready 9
5015,ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,hey gal u wanna meet 4 dinner nìâte
5016,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear 0776xxxxxxx u've invite xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342/2lands row w1j6hl ldn 18yrs
5017,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe talk think good boy miss love
5018,ham,Great! How is the office today?,great office today
5019,ham,"It's cool, we can last a little while. Getting more any time soon?",cool little get time soon
5020,ham,:-( sad puppy noise,sad puppy noise
5021,ham,Yes its possible but dint try. Pls dont tell to any one k,yes possible dint try pls not tell k
5022,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,holla need excuse creep people sarasota
5023,ham,Where you. What happen,happen
5024,ham,I was gonna ask you lol but i think its at 7,go to ask lol think 7
5025,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,ur cash balance currently 500 pound maximize ur cash send 86688 150p meg cc 08718720201 hg suite342/2lands row w1j6hl
5026,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,private 2003 account statement show 800 un redeem s.i.m point 08715203685 identifier code:4xx26 expire 13/10/04
5027,ham,Go chase after her and run her over while she's crossing the street,chase run cross street
5028,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),like tell deep dark fantasy 09094646631 60p min stop text 08712460324 nat rate
5029,ham,Is there coming friday is leave for pongal?do you get any news from your work place.,come friday leave pongal?do news work place
5030,ham,Hey... Very inconvenient for your sis a not huh?,hey inconvenient sis huh
5031,ham,Ok i vl..do u know i got adsense approved..,ok vl u know get adsense approve
5032,ham,"* Was really good to see you the other day dudette, been missing you!",good day dudette miss
5033,ham,I want to go to perumbavoor,want perumbavoor
5034,ham,How many times i told in the stage all use to laugh. You not listen aha.,time tell stage use laugh listen aha
5035,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,will believe true incredible txts reply g learn truly amazing thing blow mind o2fwd 18p txt
5036,ham,(You didn't hear it from me),hear
5037,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thank talk saturday dear cherish have brother role model
5038,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,pls clarify open return ticket prepone kerala
5039,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natalie 20 f invite friend reply yes-165 no-165 www.sms.ac/u/natalie2k9 stop send stop frnd 62468
5040,ham,She ran off with a younger man. we will make pretty babies together :),run young man pretty baby
5041,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster free wallpaper text heart 88888 t&c apply 16 need help 08701213186
5042,ham,O ic lol. Should play 9 doors sometime yo,o ic lol play 9 door yo
5043,ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",dunno dad say come home 2 bring 4 lunch yup w u lor u reach school lor
5044,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",send jd customer service cum account executive ur mail would detail contact
5045,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,desires- u go doctor 4 liver bit stylish ur hair manage s
5046,ham,Hmmm.still we dont have opener?,hmmm.still not opener
5047,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah basically time week away mom amp 3
5048,ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",edison rightly say \a fool ask question wise man answer\ know speechless viva gm
5049,ham,I will vote for wherever my heart guides me,vote heart guide
5050,ham,With my sis lor... We juz watched italian job.,sis lor juz watch italian job
5051,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick die loneliness know pout stomp foot need
5052,ham,Lmao you know me so well...,lmao know
5053,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double mins double txt 1/2 price linerental late orange bluetooth mobile mobileupd8 late offer 08000839402 call2optout lf56
5054,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,train northampton afraid stay skyve today ho ho wednesday fancy comedy club week way
5055,ham,Goodnight da thangam I really miss u dear.,goodnight da thangam miss u dear
5056,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey sun 1030 basic yoga course bugis pilate intro sat tell time r free
5057,ham,"Geeeee ... Your internet is really bad today, eh ?",geeeee internet bad today eh
5058,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phone half price line rental 12 mth 500 cross ntwk mins 100 txts mobileupd8 08001950382 call2optout/674
5059,ham,I think i am disturbing her da,think disturb da
5060,ham,"Sorry, I'll call you  later. I am in meeting sir.",sorry   later meeting sir
5061,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,not stick orchard dad car go 4 dinner u leh r free tonight
5062,ham,Ok i also wan 2 watch e 9 pm show...,ok wan 2 watch e 9 pm
5063,ham,I dunno lei... Like dun haf...,dunno lei like dun haf
5064,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,brother transfer   lt;#&gt   +   lt;#&gt pa
5065,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,call later afternoon onwords mtnl service problem south mumbai hear cann't listen
5066,spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,83039 62735 = å£450 uk break accommodationvouchers term condition apply 2 claim mustprovide claim number 15541
5067,ham,Talk to g and x about that,talk g x
5068,ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),hai dear friend new amp present number rajitha raj ranju
5069,spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
5070,ham,As in different styles?,different style
5071,spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,win å£200 shopping spree week start 2 play text store 88039 skilgme tscs08714740323 1winawk age16 å£1.50perweeksub
5072,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni8 dear slp care swt dream muah
5073,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent   lt;#&gt mesage today s y. sorry hurt
5074,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",2nd attempt contract u win week prize å£1000 cash å£200 prize 09066361921
5075,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",glad find totally disagreeable lol
5076,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",guy flash madam care oh
5077,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile + 100 free text + free camcorder reply 08000930705
5078,ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark work tomorrow get 5 work house meet u
5079,ham,\Keep ur problems in ur heart,\keep ur problem ur heart
5080,ham,"Yeah, give me a call if you've got a minute",yeah get minute
5081,ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,\hi babe uawake?feellikw shit.justfound aletter thatmum gotmarried 4thnov.behind ourbacks åð fuckinnice!selfish
5082,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amazing rearrange letter give meaning dormitory = dirty room astronomer = moon starer eye = election result = lie let recount mother law = woman hitler plus = plus amazing
5083,ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,aiya discuss later lar pick ì 4
5084,ham,Hey happy birthday...,hey happy birthday
5085,ham,Sorry i missed your call. Can you please call back.,sorry miss
5086,ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg thing cat worm bad day end
5087,ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",good morning be suffer fever dysentry able come office today
5088,ham,I wont do anything de.,will not de
5089,ham,What type of stuff do you sing?,type stuff sing
5090,ham,"St andre, virgil's cream",st andre virgil cream
5091,ham,No no. I will check all rooms befor activities,check room befor activity
5092,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",fri ah okie lor goin 4 drivin den shoppin tt
5093,ham,Gokila is talking with you aha:),gokila talk aha
5094,ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi shanil rakhesh here.thanks exchange uncut diamond stuff.leaving excellent service dino prem
5095,ham,K.k.this month kotees birthday know?,k.k.this month kotees birthday know
5096,ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,broke oh small   lt;#&gt
5097,ham,Sorry about that this is my mates phone and i didnt write it love Kate,sorry mate phone not write love kate
5098,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themob > hit link premium pink panther game new 1 sugababes crazy zebra animation badass hoody wallpaper 4 free
5099,ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah confuse thing not think friend maybe wrong thing sort invite -tho come cos money
5100,ham,"Aight, call me once you're close",aight close
5101,ham,Nope thats fine. I might have a nap tho! ,nope s fine nap tho
5102,spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,msg mobile content order resent previous attempt fail network error query customersqueries@netvision.uk.com
5103,ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,news hassle weed week andres money haughaighgtujhyguj
5104,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""","boy love gal propsd bt not mind gv lv lttrs bt frnd throw thm d boy decide 2 aproach d gal dt time truck speed d gal wn 2 hit d girl d boy run like hell n save ask hw cn u run fast d boy reply \boost d secret energy\ n instantly d girl shout \""our energy\ n thy live happily 2gthr drinking boost evrydy moral d story:- hv free msgs d gud ni8"
5105,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgently vry urgent.but hv shortage   lt;#&gt lacs.there source arng dis amt lt;#&gt lac thats prob
5106,ham,Ding me on ya break fassyole! Blacko from londn,de ya break fassyole blacko londn
5107,ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,need 2 kiss u miss u baby ur baby 4eva
5108,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",sign maturity start say big thing actually start understand small thing nice evening bslvyl
5109,ham,Oh you got many responsibilities.,oh get responsibility
5110,spam,You have 1 new message. Please call 08715205273,1 new message 08715205273
5111,ham,I've reached sch already...,reach sch
5112,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,december mobile 11mths+ entitle update late colour camera mobile free mobile update vco free 08002986906
5113,ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,u definitely need module e humanities dis sem izzit u wan 2 module 1st
5114,ham,Argh why the fuck is nobody in town ;_;,argh fuck town
5115,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",3 lions england tone reply lionm 4 mono lionp 4 poly 4 2 www.ringtones.co.uk original n good tone 3gbp network operator rate apply
5116,ham,Thanks. Fills me with complete calm and reassurance! ,thanks fill complete calm reassurance
5117,ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning
5118,ham,Are you driving or training?,drive training
5119,ham,Lol for real. She told my dad I have cancer,lol real tell dad cancer
5120,spam,PRIVATE! Your 2003 Account Statement for 078,private 2003 account statement 078
5121,ham,"Oops I did have it,  &lt;#&gt; ?",oops   lt;#&gt
5122,ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",\not enufcredeit tocall.shall ileave uni 6 + bus yor house?\
5123,ham,"Hi Chikku, send some nice msgs",hi chikku send nice msgs
5124,ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",impossible argue treat like sub like release remind necessary
5125,ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",work ah den 6 plus lor u workin oso rite den orchard lor place liao
5126,ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",wonderful okor great month cherish guy wish day mojibiola
5127,ham,Cuz ibored. And don wanna study,cuz ibored don wanna study
5128,ham,Wot about on wed nite I am 3 then but only til 9!,wot would nite 3 til 9
5129,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rise red red blood blood heart heart u. u send tis ur friend include u like u 1-u r poor relation 2-u need 1 support 3-u r frnd 2 4-some1 luvs u 5 + some1 pray god marry u.:- try
5130,ham,Any way where are you and what doing.,way
5131,ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,suck u hair free right
5132,ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,work time try add zero saving checking   lt;#&gt
5133,ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm dunno leh mayb bag 4 goigng dat small jus perfume smth dat
5134,ham,Sday only joined.so training we started today:),sday joined.so training start today
5135,ham,Sorry * was at the grocers.,sorry grocer
5136,ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nice pub near frankie n bennys near warner cinema
5137,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",ve win 4 costa del sol holiday å£5000 await collection 09050090044 toclaim sae tc s pobox334 stockport sk38xh costå£1.50 pm max10mins
5138,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,yup not want yoga book
5139,ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,oh shut omg yesterday dream 2 kid boy pissed kid boy tell mark dream change diaper cause get owe face
5140,ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah imagine gentle unlike doc treat patient like turkey
5141,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free 1st week no1 nokia tone 4 ur mobile week txt nokia 8077 txting tell ur mate www.getzed.co.uk pobox 36504 w45wq 16 + norm150p tone
5142,ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,start not stop pray good idea help guy i.ll forward link
5143,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,hi darlin be helens fone be go to b prince 2 nite come tb love kate
5144,ham,I'm in office now da:)where are you?,office da:)where
5145,ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar u poor thing u support k jia think u
5146,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,oh unintentionally bad timing great finger   train play min warning
5147,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,garden ready summer free selection summer bulb seed worth å£33:50 scotsman saturday stop go2 notxt.co.uk
5148,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),k come wenever u lik come tel vikky come get free time
5149,ham,Pls call me da. What happen.,pls da happen
5150,ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",happy new year u ur family new year bring happiness stability tranquility ur vibrant colourful life
5151,ham,No problem with the renewal. I.ll do it right away but i dont know his details.,problem renewal i.ll right away not know detail
5152,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,idk sit stop shop parking lot right bawl eye feel like failure want feel like fail
5153,ham,Haven't left yet so probably gonna be here til dinner,leave probably go to til dinner
5154,ham,"Like  &lt;#&gt; , same question",like   lt;#&gt question
5155,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,new year eve ok go party boyfriend si hey
5156,ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",sir need velusamy sir date birth company bank facility detail
5157,ham,K k:) sms chat with me.,k k sms chat
5158,ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,come karnan car wait till 6 p.m. directly goto doctor
5159,ham,No but the bluray player can,bluray player
5160,ham,Ok... Then r we meeting later?,ok r meet later
5161,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,lol need cash nitro hurry come crash
5162,ham,Just send a text. We'll skype later.,send text skype later
5163,ham,Ok leave no need to ask,ok leave need ask
5164,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats 2 mobile 3 g videophone r 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p
5165,ham,ÌÏ still got lessons?  ÌÏ in sch?,ìï get lesson   ìï sch
5166,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,y dun believe leh tot tell true thk muz c tog believe
5167,ham,Oh did you charge camera,oh charge camera
5168,ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",iû÷ve get salt rub open wound like
5169,ham,Now i'm going for lunch.,go lunch
5170,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,school n da lab stuff ì r
5171,ham,Oh k. . I will come tomorrow,oh k. come tomorrow
5172,ham,"Aight, text me tonight and we'll see what's up",aight text tonight
5173,ham,U 2.,u 2
5174,ham,Water logging in desert. Geoenvironmental implications.,water log desert geoenvironmental implication
5175,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,raji pls favour pls convey birthday wish nimya pls today birthday
5176,ham,Company is very good.environment is terrific and food is really nice:),company good.environment terrific food nice
5177,ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",strange     watch 2nd bed sweet dream miss u
5178,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,sms auction brand new nokia 7250 4 auction today auction free 2 join txt nokia 86021
5179,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",hi hope u r ok say text u see let gently
5180,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",babe fucking love know fuck good hear voice need crave adore ahmad kiss
5181,ham,K sure am in my relatives home. Sms me de. Pls:-),k sure relative home sms de pls:-
5182,ham,I sent them. Do you like?,send like
5183,ham,"Fuuuuck I need to stop sleepin, sup",fuuuuck need stop sleepin sup
5184,ham,I'm in town now so i'll jus take mrt down later.,town jus mrt later
5185,ham,I just cooked a rather nice salmon a la you,cook nice salmon la
5186,ham,I uploaded mine to Facebook,upload facebook
5187,ham,WHAT TIME U WRKIN?,time u wrkin
5188,ham,Okie,okie
5189,spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate t&c apply 08452810073 detail 18 +
5190,spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,record indicate u maybe entitle 5000 pound compensation accident claim 4 free reply claim msg 2 stop txt stop
5191,ham,"Sorry, I'll call later",sorry later
5192,ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,oh oh den muz change plan liao yan jiu
5193,ham,"It's wylie, you in tampa or sarasota?",wylie tampa sarasota
5194,ham,Ok... Take ur time n enjoy ur dinner...,ok ur time n enjoy ur dinner
5195,ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,darren say dat u meeting da ge den dun meet 4 dinner cos later u leave xy feel awkward den u meet 4 lunch lor
5196,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p logo pic
5197,ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,like cheap iû÷m happy splash wine make feel well
5198,ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,she.s fine difficulty phone work pls send friend request
5199,ham,Ugh my leg hurts. Musta overdid it on mon.,ugh leg hurt musta overdo mon
5200,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,germany 1 penny minute fix line access number 0844 861 85 85 prepayment direct access www.telediscount.co.uk
5201,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",ve win 4 costa del sol holiday å£5000 await collection 09050090044 toclaim sae tc s pobox334 stockport sk38xh costå£1.50 pm max10mins
5202,ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,wot student discount u book
5203,ham,Me fine..absolutly fine,fine absolutly fine
5204,ham,How come she can get it? Should b quite diff to guess rite...,come b diff guess rite
5205,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,mobile 11mth update free orange late colour camera mobile unlimited weekend call mobile upd8 freefone 08000839402 2stoptxt
5206,ham,I will reach ur home in  &lt;#&gt;  minutes,reach ur home   lt;#&gt   minute
5207,ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",babe answer maybe better reboot ym get photo great
5208,ham,Hi.what you think about match?,hi.what think match
5209,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",know thinkin malaria relax child not handle malaria bad gastroenteritis take replace loss temp reduce malaria med vomit self limit illness mean day completely stop
5210,ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,dai download exe file run exe instal
5211,ham,It is only yesterday true true.,yesterday true true
5212,ham,K.k.how is your business now?,k.k.how business
5213,ham,3 pa but not selected.,3 pa select
5214,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja 25 f invite friend reply yes-440 no-440 www.sms.ac/u/nat27081980 stop send stop frnd 62468
5215,ham,I keep ten rs in my shelf:) buy two egg.,r shelf buy egg
5216,ham,I am late. I will be there at,late
5217,ham,Well thats nice. Too bad i cant eat it,s nice bad not eat
5218,ham,I accidentally brought em home in the box,accidentally bring -PRON- home box
5219,ham,Pls she needs to dat slowly or she will vomit more.,pls need dat slowly vomit
5220,ham,I have to take exam with in march 3,exam march 3
5221,ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",jane babe go 2 wrk feel ill lst nite foned cover 4 chuck.:-
5222,ham,5 nights...We nt staying at port step liao...Too ex,5 night nt stay port step liao ex
5223,ham,If I die I want u to have all my stuffs.,die want u stuff
